rank,mlb_player_id,full_name,player_type,current_age,age_tier,primary_position,current_team,highest_level,pred_mlb_wrc_plus,combined_age_factor,prospect_value_score
479,692352,Manuel Mercedes,Pitcher,23.04722792607803,Standard Prospect,P,0,AA,40.0,1.1280220917572754,55.49360995745095
480,678020,Seth Halvorsen,Pitcher,25.637234770705,Older Prospect,P,0,AAA,117.99158173996176,0.4470473244212785,55.14482256459436
481,701856,Patrick Halligan,Pitcher,26.012320328542096,Older Prospect,P,0,AAA,101.62989909832544,0.3701356896087284,55.12162668856366
482,665660,Elvis Alvarado,Pitcher,26.622861054072555,Fringe Prospect,P,0,AAA,132.18514984996247,0.2703136804114118,55.09082601317556
483,688609,Hunter Parks,Pitcher,24.44626967830253,Standard Prospect,P,0,AAA,51.31549966725821,0.7999280196701632,55.039089372505536
484,805144,Riskiel Tineo,Pitcher,22.611909650924023,Premium Prospect,P,0,AAA,41.04,1.8838591355188643,54.94418342035066
485,683004,Jack Leiter,Pitcher,25.464750171115675,Older Prospect,P,0,AAA,79.7785766883645,0.4871184816378569,54.78368932846993
486,671382,Cameron Foster,Pitcher,26.562628336755647,Fringe Prospect,P,0,AAA,128.0539197612732,0.2789441103148027,54.63007686445121
487,693440,Taylor Dollard,Pitcher,26.639288158795345,Fringe Prospect,P,0,AAA,131.6260427321669,0.2680020242245416,54.32947863765951
488,694559,Nick Jones,Pitcher,26.71047227926078,Fringe Prospect,P,0,AAA,135.5473747755835,0.2581888284299222,54.31133339793702
489,673662,Robinson Ortiz,Pitcher,25.760438056125945,Older Prospect,P,0,AAA,123.68716050583656,0.4203051929426078,54.02255744728983
490,685045,Jesse Bergin,Pitcher,26.001368925393567,Older Prospect,P,0,AA,160.0,0.240475834854589,53.9737045633056
491,694674,Antonio Menendez,Pitcher,26.57905544147844,Fringe Prospect,P,0,AAA,127.62717441860468,0.2765660864491685,53.93863473662142
492,700669,Gordon Graceffo,Pitcher,25.560574948665295,Older Prospect,P,0,AAA,81.86586090279779,0.464466521570152,53.86610960383065
493,669067,Ryan Webb,Pitcher,26.472279260780287,Older Prospect,P,0,AAA,121.73557269503549,0.2923559360284935,53.75667059139575
494,699062,Kelvin Ramirez,Pitcher,24.32854209445585,Standard Prospect,P,0,AA,68.52374967267535,0.5937682066793825,53.754298861233565
495,678707,Cristian Hernandez,Pitcher,25.0403832991102,Older Prospect,P,0,AA,95.19770978651444,0.4087591787053189,53.68073885313385
496,694787,Jimmy Burnette,Pitcher,26.97056810403833,Fringe Prospect,P,0,AAA,151.43473227990972,0.2250110631672734,53.53684406125184
497,669093,Jeremiah Estrada,Pitcher,26.93497604380561,Fringe Prospect,P,0,AAA,149.05292500000002,0.2293135033892563,53.47330473621562
498,684725,Zach Messinger,Pitcher,26.012320328542096,Older Prospect,P,0,AAA,99.10366111467007,0.3701356896087284,53.45941429090218
499,681459,Jose Ramirez,Pitcher,24.531143052703623,Standard Prospect,P,0,AAA,51.19579577836414,0.7680320235669916,53.37105273968661
500,806303,Zach Jacobs,Pitcher,24.079397672826836,Standard Prospect,P,0,AAA,48.757011961561744,0.9526139363206502,53.332969137750176
501,801216,Christian Montes De Oca,Pitcher,26.10814510609172,Older Prospect,P,0,AAA,102.18535830618892,0.3525320401204709,52.85004290965121
502,669416,Blayne Enlow,Pitcher,26.55167693360712,Fringe Prospect,P,0,AAA,124.09388609467456,0.2805396788226544,52.8296942998153
503,678495,Randy Rodríguez,Pitcher,26.091718001368925,Older Prospect,P,0,AAA,101.27345588235292,0.3554945433778826,52.71510529156059
504,672848,Noe Toribio,Pitcher,26.12183436002738,Older Prospect,P,0,AAA,102.2687906137184,0.3500804777780221,52.534780256512505
505,667356,Bryan Mata,Pitcher,26.43394934976044,Older Prospect,P,0,AAA,117.47835284810124,0.2982195773975938,52.46954856883746
506,686223,Joey Mancini,Pitcher,25.90006844626968,Older Prospect,P,0,AAA,92.96945544554455,0.3917750728265304,52.37827553430255
507,678024,Mike Vasil,Pitcher,25.555099247091032,Older Prospect,P,0,AAA,79.57564534883718,0.4657343265948701,52.22053990336537
508,694851,Andrew Hoffmann,Pitcher,25.68104038329911,Older Prospect,P,0,AAA,83.86598794853208,0.4373651183105604,52.20567989091965
509,695378,Jack Sinclair,Pitcher,26.43394934976044,Older Prospect,P,0,AAA,116.92821575342464,0.2982195773975938,52.16626194948396
510,694391,Austin Vernon,Pitcher,26.663928815879533,Fringe Prospect,P,0,AAA,128.67390789473686,0.2645678652907461,52.12876278977794
