prospect_id,name,position,fangraphs_player_id,fv,top_100_rank,hit_future,game_power_future,speed_future,mlb_expectation,mlb_expectation_numeric,fb_future,cmd_future,velocity_sits_high,best_secondary
8892,Eric Cerantola,DH,sa3017914,35,,,,,Bench,0,50.0,35.0,96.0,70.0
9147,Dylan Smith,DH,30145,35,,,,,Bench,0,45.0,40.0,94.0,60.0
9346,Zak Kent,DH,25703,35,,,,,Bench,0,45.0,40.0,94.0,60.0
9084,Tanner Kohlhepp,DH,sa3022238,35,,,,,Bench,0,60.0,35.0,97.0,55.0
9026,Franyer Herrera,SP,sa3019520,35,,,,,Bench,0,35.0,55.0,93.0,60.0
9056,Tyler Owens,DH,26030,35,,,,,Bench,0,60.0,40.0,97.0,45.0
9349,Brandan Bidois,DH,sa3015277,35,,,,,Bench,0,55.0,30.0,95.0,70.0
9069,Alex Santos II,DH,sa3014684,35,,,,,Bench,0,50.0,40.0,94.0,55.0
9160,Hansel Rosario,DH,sa3019247,35,,,,,Bench,0,60.0,30.0,96.0,60.0
9219,Austin Gordon,SP,sa3032478,35,,,,,Bench,0,50.0,45.0,96.0,55.0
8999,Will Sanders,SP,sa3023508,35,,,,,Bench,0,40.0,50.0,94.0,55.0
9282,Pedro Montero,SP,sa3068682,35,,,,,Bench,0,55.0,45.0,95.0,60.0
9052,Chris Kean,DH,sa3023576,35,,,,,Bench,0,60.0,60.0,94.0,45.0
9136,Ryan Lobus,DH,sa3022744,35,,,,,Bench,0,40.0,60.0,92.0,60.0
9409,Josh White,RP,sa3019953,35,,,,,Bench,0,50.0,35.0,95.0,60.0
8998,Andrew Taylor,RP,sa3020873,35,,,,,Bench,0,55.0,45.0,93.0,50.0
8779,Jose Fleury,SP,sa3019255,35,,,,,Bench,0,40.0,60.0,92.0,60.0
8972,Parker Smith,RP,sa3042618,35,,,,,Bench,0,55.0,40.0,93.0,50.0
9150,Colby Langford,DH,sa3022800,35,,,,,Bench,0,60.0,35.0,92.0,50.0
9333,Frank Elissalt,DH,sa3025634,35,,,,,Bench,0,60.0,40.0,96.0,60.0
9365,Jacob Odle,DH,sa3022877,35,,,,,Bench,0,50.0,45.0,96.0,55.0
9416,Hayden Durke,DH,sa3022733,35,,,,,Bench,0,55.0,35.0,98.0,60.0
9215,Connor Thomas,RP,25873,35,,,,,Bench,0,30.0,60.0,91.0,55.0
9046,A.J. Causey,DH,sa3028661,35,,,,,Bench,0,30.0,55.0,90.0,60.0
9402,Kyle Brnovich,SP,sa3014923,35,,,,,Bench,0,40.0,50.0,95.0,55.0
8997,Manuel Davila,SP,sa3024787,35,,,,,Bench,0,45.0,50.0,89.0,55.0
9347,Trevor Martin,SP,sa3020608,35,,,,,Bench,0,55.0,45.0,94.0,55.0
9018,Nick Potter,DH,sa3060295,35,,,,,Bench,0,60.0,40.0,96.0,50.0
9246,Reiner Lopez,SP,sa3024885,35,,,,,Bench,0,60.0,50.0,94.0,55.0
9242,Carlos Espinosa,DH,sa3019549,35,,,,,Bench,0,55.0,40.0,96.0,55.0
9321,Braden Davis,SP,sa3029886,35,,,,,Bench,0,40.0,50.0,94.0,60.0
9344,Alex Makarewich,DH,sa3023642,35,,,,,Bench,0,65.0,30.0,97.0,70.0
9124,Riley Martin,DH,sa3017601,35,,,,,Bench,0,50.0,30.0,94.0,70.0
9101,Noah Murdock,DH,27908,35,,,,,Bench,0,55.0,30.0,97.0,55.0
9404,Omar Montano,RP,sa3025468,35,,,,,Bench,0,60.0,40.0,96.0,70.0
8973,Caleb Kilian,RP,26213,35,,,,,Bench,0,45.0,50.0,95.0,50.0
9073,L.P. Langevin,DH,sa3035936,35,,,,,Bench,0,60.0,40.0,97.0,55.0
9259,Fulton Lockhart,DH,sa3025301,35,,,,,Bench,0,70.0,30.0,99.0,55.0
8865,Daniel Robert,DH,21229,35,,,,,Bench,0,50.0,50.0,97.0,60.0
9272,Blake Walston,SP,26270,35,,,,,Bench,0,30.0,45.0,93.0,55.0
9049,Keythel Key,DH,sa3016282,35,,,,,Bench,0,60.0,35.0,97.0,60.0
9228,Wilian Bormie,DH,sa3020327,35,,,,,Bench,0,65.0,30.0,98.0,60.0
9278,Ovis Portes,DH,sa3019644,35,,,,,Bench,0,60.0,40.0,96.0,55.0
9341,Junior Ciprian,SP,sa3023107,35,,,,,Bench,0,70.0,50.0,96.0,0.0
9023,Yendy Gomez,DH,sa3016287,35,,,,,Bench,0,60.0,40.0,96.0,60.0
9264,Patrick Monteverde,SP,29564,35,,,,,Bench,0,40.0,60.0,91.0,55.0
9297,Chris Campos,SP,sa3020396,35,,,,,Bench,0,40.0,60.0,94.0,50.0
8662,Tyler Gough,SP,sa3020865,35,,,,,Bench,0,50.0,40.0,93.0,60.0
9276,Ubaldo Soto,SP,sa3022015,35,,,,,Bench,0,50.0,55.0,94.0,55.0
9318,Yoel Roque,DH,sa3023834,35,,,,,Bench,0,60.0,40.0,96.0,55.0
9356,Jose Vasquez,DH,sa3022116,35,,,,,Bench,0,60.0,40.0,97.0,60.0
9299,Jose Paulino,DH,sa3024557,35,,,,,Bench,0,55.0,40.0,97.0,60.0
9072,Argenis Cayama,SP,sa3025006,35,,,,,Bench,0,50.0,55.0,94.0,55.0
8863,Justin Lamkin,SP,sa3035887,35,,,,,Bench,0,45.0,60.0,93.0,45.0
9098,Cole Hertzler,SP,sa3025638,35,,,,,Bench,0,45.0,50.0,94.0,60.0
9384,Braxton Roxby,DH,sa3014811,35,,,,,Bench,0,55.0,35.0,96.0,60.0
9438,Ty Weatherly,RP,sa3023130,35,,,,,Bench,0,50.0,40.0,92.0,60.0
9076,Jose Chirinos,SP,sa3018859,35,,,,,Bench,0,45.0,50.0,94.0,60.0
9312,Samuel Sanchez,SP,sa3021008,35,,,,,Bench,0,50.0,55.0,94.0,60.0
9068,Anders Tolhurst,DH,sa3019818,35,,,,,Bench,0,45.0,60.0,96.0,45.0
9410,Roman Angelo,RP,sa3022737,35,,,,,Bench,0,45.0,50.0,94.0,50.0
9353,Kyle Amendt,DH,sa3022904,35,,,,,Bench,0,60.0,40.0,92.0,55.0
9294,Francis Texido,RP,sa3021028,35,,,,,Bench,0,45.0,40.0,90.0,60.0
9322,Paul Gervase,DH,31571,35,,,,,Bench,0,60.0,40.0,94.0,50.0
8974,Shane Panzini,DH,sa3018257,35,,,,,Bench,0,60.0,45.0,96.0,55.0
9104,Ryan Cusick,DH,sa3017385,35,,,,,Bench,0,55.0,40.0,96.0,55.0
9292,Niko Mazza,RP,sa3037404,35,,,,,Bench,0,60.0,40.0,96.0,60.0
9279,Payton Martin,SP,sa3020869,35,,,,,Bench,0,40.0,50.0,95.0,50.0
9196,Shane Drohan,RP,sa3014447,35,,,,,Bench,0,40.0,40.0,95.0,60.0
9437,Gerald Ogando,DH,sa3005026,35,,,,,Bench,0,55.0,35.0,96.0,60.0
9335,Aidan Major,SP,sa3036887,35,,,,,Bench,0,55.0,40.0,94.0,55.0
9336,Logan Workman,SP,sa3017313,35,,,,,Bench,0,50.0,50.0,95.0,55.0
9428,Grayson Hitt,SP,sa3025020,35,,,,,Bench,0,40.0,45.0,94.0,60.0
9376,Ronan Kopp,DH,sa3017751,35,,,,,Bench,0,60.0,35.0,98.0,55.0
9221,Luis Alvarez,DH,sa3016847,35,,,,,Bench,0,60.0,30.0,96.0,60.0
9414,William Kempner,DH,sa3020527,35,,,,,Bench,0,60.0,40.0,97.0,60.0
9395,Lucas Wepf,DH,sa3020704,35,,,,,Bench,0,60.0,40.0,96.0,50.0
9419,Dale Stanavich,DH,sa3019833,35,,,,,Bench,0,60.0,35.0,97.0,55.0
9153,Marques Johnson,DH,sa3020741,35,,,,,Bench,0,55.0,40.0,95.0,60.0
9273,Riley Cornelio,DH,sa3020830,35,,,,,Bench,0,45.0,35.0,96.0,70.0
9307,Drake George,DH,sa3067033,35,,,,,Bench,0,60.0,40.0,96.0,60.0
8633,Griffin Hugus,SP,sa3034275,35,,,,,Bench,0,50.0,50.0,93.0,55.0
9236,Jacob Morrison,SP,sa3038406,35,,,,,Bench,0,45.0,55.0,94.0,60.0
9392,Spencer Miles,DH,sa3020475,35,,,,,Bench,0,60.0,40.0,98.0,55.0
9406,Cole Waites,DH,25665,35,,,,,Bench,0,70.0,30.0,99.0,45.0
9288,K.C. Hunt,SP,sa3022937,35,,,,,Bench,0,35.0,45.0,92.0,55.0
9422,Nigel Belgrave,SP,sa3023180,35,,,,,Bench,0,55.0,40.0,94.0,60.0
8950,Henry Williams,SP,sa3020901,35,,,,,Bench,0,45.0,45.0,94.0,50.0
9374,Cale Lansville,SP,sa3023176,35,,,,,Bench,0,50.0,40.0,94.0,55.0
8691,Mason Peters,DH,sa3060252,35,,,,,Bench,0,50.0,50.0,94.0,60.0
9173,Wilmer Flores,RP,sa3015223,35,,,,,Bench,0,55.0,45.0,94.0,60.0
9267,Maicol Reyes,DH,sa3067441,35,,,,,Bench,0,60.0,40.0,97.0,60.0
9163,Enyel Lopez,DH,sa3067495,35,,,,,Bench,0,60.0,45.0,95.0,60.0
9351,Sean Episcope,RP,sa3030964,35,,,,,Bench,0,45.0,50.0,95.0,60.0
9229,Kai Peterson,DH,sa3023453,35,,,,,Bench,0,60.0,30.0,94.0,50.0
9355,Randel Clemente,DH,sa3016003,35,,,,,Bench,0,60.0,30.0,97.0,70.0
9425,Marcus Johnson,SP,sa3020324,35,,,,,Bench,0,40.0,50.0,94.0,55.0
9364,Hayden Wynja,DH,sa3020464,35,,,,,Bench,0,30.0,50.0,90.0,60.0
9028,Michael Prosecky,SP,sa3020526,35,,,,,Bench,0,50.0,45.0,93.0,60.0
